filename,ref_lon,ref_lat,file_min,file_max,palette_extent,lon_min,lon_max,lat_min,lat_max,xmin,xmax,ymin,ymax
Alexandria_gt100pp.tif,29.8179164945,30.9995834655,0,0,0.02,29.3870833331666,30.0929163841666,30.359583721833296,31.330416666833298,3271355.152547603,3349885.105038322,3549860.439435372,3675734.793165581
Bangkok_0to25pp.tif,100.6545832025,13.7662500755,-0.04,0.02,0.04,100.3279166665,100.9387497555,13.4995835158333,13.955416666833301,11168452.595664764,11236411.91802165,1516868.9163731239,1569102.114548251
Bangkok_25to50pp.tif,100.6545832025,13.7662500755,-0.01,0,0.04,100.3279166665,100.9387497555,13.4995835158333,13.955416666833301,11168452.595664764,11236411.91802165,1516868.9163731239,1569102.114548251
Bangkok_50to100pp.tif,100.6545832025,13.7662500755,0,0,0.04,100.3279166665,100.9387497555,13.4995835158333,13.955416666833301,11168452.595664764,11236411.91802165,1516868.9163731239,1569102.114548251
Bangkok_gt100pp.tif,100.6545832025,13.7662500755,0,0,0.04,100.3279166665,100.9387497555,13.4995835158333,13.955416666833301,11168452.595664764,11236411.91802165,1516868.9163731239,1569102.114548251
Barcelona_0to25pp.tif,2.1337499745,41.4112500325,-0.06,0.01,0.06,2.06958333316667,2.27041658616667,41.2945834128333,41.492916666833295,230384.9628023595,252769.67142996367,5055873.045377705,5085320.890222757
Barcelona_25to50pp.tif,2.1337499745,41.4112500325,0,0,0.06,2.06958333316667,2.27041658616667,41.2945834128333,41.492916666833295,230384.9628023595,252769.67142996367,5055873.045377705,5085320.890222757
Barcelona_50to100pp.tif,2.1337499745,41.4112500325,0,0,0.06,2.06958333316667,2.27041658616667,41.2945834128333,41.492916666833295,230384.9628023595,252769.67142996367,5055873.045377705,5085320.890222757
Barcelona_gt100pp.tif,2.1337499745,41.4112500325,0,0,0.06,2.06958333316667,2.27041658616667,41.2945834128333,41.492916666833295,230384.9628023595,252769.67142996367,5055873.045377705,5085320.890222757
BuenosAires_0to25pp.tif,-58.5212500045,-34.612083298500004,-0.02,0.01,0.02,-58.5312500001666,-58.335416745166604,-34.7054165948333,-34.526249999833304,-6515668.9455123395,-6493864.548126593,-4123935.088587586,-4099685.3382239994
BuenosAires_25to50pp.tif,-58.5212500045,-34.612083298500004,0,0,0.02,-58.5312500001666,-58.335416745166604,-34.7054165948333,-34.526249999833304,-6515668.9455123395,-6493864.548126593,-4123935.088587586,-4099685.3382239994
BuenosAires_50to100pp.tif,-58.5212500045,-34.612083298500004,0,0,0.02,-58.5312500001666,-58.335416745166604,-34.7054165948333,-34.526249999833304,-6515668.9455123395,-6493864.548126593,-4123935.088587586,-4099685.3382239994
BuenosAires_gt100pp.tif,-58.5212500045,-34.612083298500004,0,0,0.02,-58.5312500001666,-58.335416745166604,-34.7054165948333,-34.526249999833304,-6515668.9455123395,-6493864.548126593,-4123935.088587586,-4099685.3382239994
Chennai_0to25pp.tif,80.1179166305,13.1837500205,-0.03,0.01,0.03,80.0287499998332,80.3320832118332,12.8462501558333,13.2354166668333,8908759.698803624,8942533.897699129,1442141.7599650226,1486640.913384448
Chennai_25to50pp.tif,80.1179166305,13.1837500205,-0.01,0.01,0.03,80.0287499998332,80.3320832118332,12.8462501558333,13.2354166668333,8908759.698803624,8942533.897699129,1442141.7599650226,1486640.913384448
Chennai_50to100pp.tif,80.1179166305,13.1837500205,-0.01,0.01,0.03,80.0287499998332,80.3320832118332,12.8462501558333,13.2354166668333,8908759.698803624,8942533.897699129,1442141.7599650226,1486640.913384448
Chennai_gt100pp.tif,80.1179166305,13.1837500205,0,0,0.03,80.0287499998332,80.3320832118332,12.8462501558333,13.2354166668333,8908759.698803624,8942533.897699129,1442141.7599650226,1486640.913384448
Chittagong_0to25pp.tif,91.8320833005,22.3745833565,-0.087,0.012,0.087,91.7512499998335,91.8904166108335,22.225416749166698,22.4312500001667,10213702.429627808,10229210.401573002,2538607.5815690067,2563381.3229154167
Chittagong_25to50pp.tif,91.8320833005,22.3745833565,-0.02,0.01,0.087,91.7512499998335,91.8904166108335,22.225416749166698,22.4312500001667,10213702.429627808,10229210.401573002,2538607.5815690067,2563381.3229154167
Chittagong_50to100pp.tif,91.8320833005,22.3745833565,-0.01,0.01,0.087,91.7512499998335,91.8904166108335,22.225416749166698,22.4312500001667,10213702.429627808,10229210.401573002,2538607.5815690067,2563381.3229154167
Chittagong_gt100pp.tif,91.8320833005,22.3745833565,0,0,0.087,91.7512499998335,91.8904166108335,22.225416749166698,22.4312500001667,10213702.429627808,10229210.401573002,2538607.5815690067,2563381.3229154167
Dalian_0to25pp.tif,121.9987496345,39.3287503505,-0.11,0.02,0.11,121.0854166665,123.51458236149999,38.7195839271666,40.2037500001666,13479166.925806142,13749609.546211515,4681561.866103694,4895594.99964093
Dalian_25to50pp.tif,121.9987496345,39.3287503505,-0.02,0.01,0.11,121.0854166665,123.51458236149999,38.7195839271666,40.2037500001666,13479166.925806142,13749609.546211515,4681561.866103694,4895594.99964093
Dalian_50to100pp.tif,121.9987496345,39.3287503505,-0.01,0.01,0.11,121.0854166665,123.51458236149999,38.7195839271666,40.2037500001666,13479166.925806142,13749609.546211515,4681561.866103694,4895594.99964093
Dalian_gt100pp.tif,121.9987496345,39.3287503505,0,0,0.11,121.0854166665,123.51458236149999,38.7195839271666,40.2037500001666,13479166.925806142,13749609.546211515,4681561.866103694,4895594.99964093
DaresSalaam_0to25pp.tif,39.1629166045,-6.8379165575,-0.03,0.01,0.03,39.0070833331666,39.556249780166596,-7.1879164175,-6.5654166665,4342248.6539788935,4403358.373530495,-802223.480869662,-732463.5270436334
DaresSalaam_25to50pp.tif,39.1629166045,-6.8379165575,0,0,0.03,39.0070833331666,39.556249780166596,-7.1879164175,-6.5654166665,4342248.6539788935,4403358.373530495,-802223.480869662,-732463.5270436334
DaresSalaam_50to100pp.tif,39.1629166045,-6.8379165575,0,0,0.03,39.0070833331666,39.556249780166596,-7.1879164175,-6.5654166665,4342248.6539788935,4403358.373530495,-802223.480869662,-732463.5270436334
DaresSalaam_gt100pp.tif,39.1629166045,-6.8379165575,0,0,0.03,39.0070833331666,39.556249780166596,-7.1879164175,-6.5654166665,4342248.6539788935,4403358.373530495,-802223.480869662,-732463.5270436334
Dhaka_0to25pp.tif,90.4220832975,23.8079167035,-0.04,0.02,0.04,90.33208333316671,90.50874992916671,23.669583425499997,23.899583333499997,10055721.518943673,10075394.415180707,2713184.3864756823,2741176.666693551
Dhaka_25to50pp.tif,90.4220832975,23.8079167035,-0.01,0.01,0.04,90.33208333316671,90.50874992916671,23.669583425499997,23.899583333499997,10055721.518943673,10075394.415180707,2713184.3864756823,2741176.666693551
Dhaka_50to100pp.tif,90.4220832975,23.8079167035,-0.01,0,0.04,90.33208333316671,90.50874992916671,23.669583425499997,23.899583333499997,10055721.518943673,10075394.415180707,2713184.3864756823,2741176.666693551
Dhaka_gt100pp.tif,90.4220832975,23.8079167035,0,0,0.04,90.33208333316671,90.50874992916671,23.669583425499997,23.899583333499997,10055721.518943673,10075394.415180707,2713184.3864756823,2741176.666693551
Dongguan_0to25pp.tif,114.0354164605,22.9579167415,-0.06,0.02,0.06,113.519583333166,114.255416372166,22.656250195499997,23.144583333499998,12636942.211712623,12718856.883489056,2590526.760902119,2649512.9357004785
Dongguan_25to50pp.tif,114.0354164605,22.9579167415,-0.01,0,0.06,113.519583333166,114.255416372166,22.656250195499997,23.144583333499998,12636942.211712623,12718856.883489056,2590526.760902119,2649512.9357004785
Dongguan_50to100pp.tif,114.0354164605,22.9579167415,0,0,0.06,113.519583333166,114.255416372166,22.656250195499997,23.144583333499998,12636942.211712623,12718856.883489056,2590526.760902119,2649512.9357004785
Dongguan_gt100pp.tif,114.0354164605,22.9579167415,0,0,0.06,113.519583333166,114.255416372166,22.656250195499997,23.144583333499998,12636942.211712623,12718856.883489056,2590526.760902119,2649512.9357004785
Foshan_0to25pp.tif,113.0962497155,23.0962501925,-0.06,0.02,0.06,112.3854166665,113.38791626550001,22.6454170391667,23.5762500001667,12510687.355904663,12622259.540093241,2589222.8291564924,2701856.6863780073
Foshan_25to50pp.tif,113.0962497155,23.0962501925,-0.01,0.01,0.06,112.3854166665,113.38791626550001,22.6454170391667,23.5762500001667,12510687.355904663,12622259.540093241,2589222.8291564924,2701856.6863780073
Foshan_50to100pp.tif,113.0962497155,23.0962501925,-0.01,0,0.06,112.3854166665,113.38791626550001,22.6454170391667,23.5762500001667,12510687.355904663,12622259.540093241,2589222.8291564924,2701856.6863780073
Foshan_gt100pp.tif,113.0962497155,23.0962501925,0,0,0.06,112.3854166665,113.38791626550001,22.6454170391667,23.5762500001667,12510687.355904663,12622259.540093241,2589222.8291564924,2701856.6863780073
Fukuoka_0to25pp.tif,130.6695830785,33.6187502525,-0.04,0.02,0.04,130.032083333167,131.19041620316702,32.9995838338333,34.250416666833296,14475105.303436667,14604044.68556695,3895268.0436658044,4062476.6344123567
Fukuoka_25to50pp.tif,130.6695830785,33.6187502525,-0.01,0,0.04,130.032083333167,131.19041620316702,32.9995838338333,34.250416666833296,14475105.303436667,14604044.68556695,3895268.0436658044,4062476.6344123567
Fukuoka_50to100pp.tif,130.6695830785,33.6187502525,-0.01,0.01,0.04,130.032083333167,131.19041620316702,32.9995838338333,34.250416666833296,14475105.303436667,14604044.68556695,3895268.0436658044,4062476.6344123567
Fukuoka_gt100pp.tif,130.6695830785,33.6187502525,0,0,0.04,130.032083333167,131.19041620316702,32.9995838338333,34.250416666833296,14475105.303436667,14604044.68556695,3895268.0436658044,4062476.6344123567
Guangzhou_0to25pp.tif,113.3004165275,23.2362502795,-0.04,0.03,0.04,112.95374999983301,114.05458289283301,22.120417392833296,23.935416666833298,12573953.933172135,12696481.729721034,2526036.0160931507,2745540.3215048243
Guangzhou_25to50pp.tif,113.3004165275,23.2362502795,-0.01,0.01,0.04,112.95374999983301,114.05458289283301,22.120417392833296,23.935416666833298,12573953.933172135,12696481.729721034,2526036.0160931507,2745540.3215048243
Guangzhou_50to100pp.tif,113.3004165275,23.2362502795,-0.01,0.01,0.04,112.95374999983301,114.05458289283301,22.120417392833296,23.935416666833298,12573953.933172135,12696481.729721034,2526036.0160931507,2745540.3215048243
Guangzhou_gt100pp.tif,113.3004165275,23.2362502795,0,0,0.04,112.95374999983301,114.05458289283301,22.120417392833296,23.935416666833298,12573953.933172135,12696481.729721034,2526036.0160931507,2745540.3215048243
Hangzhou_0to25pp.tif,120.2229158485,29.9679169055,-0.02,0.02,0.02,118.178749999833,120.700415657833,29.1895838835,30.5645833335,13155598.272566989,13436329.901895763,3399754.8810703987,3576330.171049032
Hangzhou_25to50pp.tif,120.2229158485,29.9679169055,-0.01,0.01,0.02,118.178749999833,120.700415657833,29.1895838835,30.5645833335,13155598.272566989,13436329.901895763,3399754.8810703987,3576330.171049032
Hangzhou_50to100pp.tif,120.2229158485,29.9679169055,-0.01,0.01,0.02,118.178749999833,120.700415657833,29.1895838835,30.5645833335,13155598.272566989,13436329.901895763,3399754.8810703987,3576330.171049032
Hangzhou_gt100pp.tif,120.2229158485,29.9679169055,0,0,0.02,118.178749999833,120.700415657833,29.1895838835,30.5645833335,13155598.272566989,13436329.901895763,3399754.8810703987,3576330.171049032
HoChiMinhCity_0to25pp.tif,106.5920832395,10.8170834705,-0.08,0.01,0.08,106.357083333167,107.024583066167,10.3737503145,11.1595833335,11839616.358905913,11913957.94725949,1161167.5850908048,1250208.95854704
HoChiMinhCity_25to50pp.tif,106.5920832395,10.8170834705,-0.03,0,0.08,106.357083333167,107.024583066167,10.3737503145,11.1595833335,11839616.358905913,11913957.94725949,1161167.5850908048,1250208.95854704
HoChiMinhCity_50to100pp.tif,106.5920832395,10.8170834705,-0.02,0,0.08,106.357083333167,107.024583066167,10.3737503145,11.1595833335,11839616.358905913,11913957.94725949,1161167.5850908048,1250208.95854704
HoChiMinhCity_gt100pp.tif,106.5920832395,10.8170834705,-0.01,0,0.08,106.357083333167,107.024583066167,10.3737503145,11.1595833335,11839616.358905913,11913957.94725949,1161167.5850908048,1250208.95854704
HongKong_0to25pp.tif,114.1729165335,22.5154166855,-0.11,0.04,0.11,113.8404166665,114.4087497725,22.156250162499997,22.5620833335,12672657.215008875,12735884.14663325,2530296.714478879,2579145.232435662
HongKong_25to50pp.tif,114.1729165335,22.5154166855,-0.01,0.01,0.11,113.8404166665,114.4087497725,22.156250162499997,22.5620833335,12672657.215008875,12735884.14663325,2530296.714478879,2579145.232435662
HongKong_50to100pp.tif,114.1729165335,22.5154166855,0,0,0.11,113.8404166665,114.4087497725,22.156250162499997,22.5620833335,12672657.215008875,12735884.14663325,2530296.714478879,2579145.232435662
HongKong_gt100pp.tif,114.1729165335,22.5154166855,0,0,0.11,113.8404166665,114.4087497725,22.156250162499997,22.5620833335,12672657.215008875,12735884.14663325,2530296.714478879,2579145.232435662
Houston_0to25pp.tif,-95.2712502555,29.7995834575,-0.09,0.02,0.09,-95.9095833335,-95.0620836725,29.5370835628333,30.1104166668333,-10676605.978880256,-10582298.482717484,3444173.421535293,3517750.7869625953
Houston_25to50pp.tif,-95.2712502555,29.7995834575,-0.02,0,0.09,-95.9095833335,-95.0620836725,29.5370835628333,30.1104166668333,-10676605.978880256,-10582298.482717484,3444173.421535293,3517750.7869625953
Houston_50to100pp.tif,-95.2712502555,29.7995834575,-0.01,0.01,0.09,-95.9095833335,-95.0620836725,29.5370835628333,30.1104166668333,-10676605.978880256,-10582298.482717484,3444173.421535293,3517750.7869625953
Houston_gt100pp.tif,-95.2712502555,29.7995834575,0,0,0.09,-95.9095833335,-95.0620836725,29.5370835628333,30.1104166668333,-10676605.978880256,-10582298.482717484,3444173.421535293,3517750.7869625953
Istanbul_0to25pp.tif,28.8704163065,41.0862502015,-0.09,0.02,0.09,27.9712499998333,29.9587492048333,40.802083648833296,41.5904166668333,3113745.3068327964,3335005.952075781,4983199.750546199,5099821.940046795
Istanbul_25to50pp.tif,28.8704163065,41.0862502015,-0.02,0,0.09,27.9712499998333,29.9587492048333,40.802083648833296,41.5904166668333,3113745.3068327964,3335005.952075781,4983199.750546199,5099821.940046795
Istanbul_50to100pp.tif,28.8704163065,41.0862502015,-0.01,0.01,0.09,27.9712499998333,29.9587492048333,40.802083648833296,41.5904166668333,3113745.3068327964,3335005.952075781,4983199.750546199,5099821.940046795
Istanbul_gt100pp.tif,28.8704163065,41.0862502015,-0.01,0,0.09,27.9712499998333,29.9587492048333,40.802083648833296,41.5904166668333,3113745.3068327964,3335005.952075781,4983199.750546199,5099821.940046795
Jakarta_0to25pp.tif,106.8754163475,-6.3412498055,-0.1,0.01,0.1,106.077083333167,107.396249472167,-6.7504163085,-5.8554166665,11808446.901483797,11955285.867179865,-753174.1627168567,-652959.5871406018
Jakarta_25to50pp.tif,106.8754163475,-6.3412498055,-0.01,0,0.1,106.077083333167,107.396249472167,-6.7504163085,-5.8554166665,11808446.901483797,11955285.867179865,-753174.1627168567,-652959.5871406018
Jakarta_50to100pp.tif,106.8754163475,-6.3412498055,0,0,0.1,106.077083333167,107.396249472167,-6.7504163085,-5.8554166665,11808446.901483797,11955285.867179865,-753174.1627168567,-652959.5871406018
Jakarta_gt100pp.tif,106.8754163475,-6.3412498055,0,0,0.1,106.077083333167,107.396249472167,-6.7504163085,-5.8554166665,11808446.901483797,11955285.867179865,-753174.1627168567,-652959.5871406018
Karachi_0to25pp.tif,67.1562497995,24.9345836305,-0.03,0.02,0.03,66.6545833331666,67.55541630616659,24.742917040499997,25.677083333499997,7419954.275685925,7520260.942978359,2844155.297868971,2959140.989643224
Karachi_25to50pp.tif,67.1562497995,24.9345836305,-0.01,0.01,0.03,66.6545833331666,67.55541630616659,24.742917040499997,25.677083333499997,7419954.275685925,7520260.942978359,2844155.297868971,2959140.989643224
Karachi_50to100pp.tif,67.1562497995,24.9345836305,0,0,0.03,66.6545833331666,67.55541630616659,24.742917040499997,25.677083333499997,7419954.275685925,7520260.942978359,2844155.297868971,2959140.989643224
Karachi_gt100pp.tif,67.1562497995,24.9345836305,0,0,0.03,66.6545833331666,67.55541630616659,24.742917040499997,25.677083333499997,7419954.275685925,7520260.942978359,2844155.297868971,2959140.989643224
Kolkata_0to25pp.tif,88.4787498795,22.7220834925,-0.03,0.01,0.03,88.1787499998333,88.6954164598333,22.3645836358333,23.1204166668333,9816013.548768815,9873563.281533288,2555311.865756593,2646587.5066487985
Kolkata_25to50pp.tif,88.4787498795,22.7220834925,-0.01,0,0.03,88.1787499998333,88.6954164598333,22.3645836358333,23.1204166668333,9816013.548768815,9873563.281533288,2555311.865756593,2646587.5066487985
Kolkata_50to100pp.tif,88.4787498795,22.7220834925,0,0,0.03,88.1787499998333,88.6954164598333,22.3645836358333,23.1204166668333,9816013.548768815,9873563.281533288,2555311.865756593,2646587.5066487985
Kolkata_gt100pp.tif,88.4787498795,22.7220834925,0,0,0.03,88.1787499998333,88.6954164598333,22.3645836358333,23.1204166668333,9816013.548768815,9873563.281533288,2555311.865756593,2646587.5066487985
Lagos_0to25pp.tif,3.3062497595,6.6212500305,-0.12,0.06,0.12,2.70624999983333,4.35124934183333,6.3712501305,6.6970833335,301258.371940743,484410.02581952687,710681.7181763365,747219.3139374711
Lagos_25to50pp.tif,3.3062497595,6.6212500305,-0.03,0.03,0.12,2.70624999983333,4.35124934183333,6.3712501305,6.6970833335,301258.371940743,484410.02581952687,710681.7181763365,747219.3139374711
Lagos_50to100pp.tif,3.3062497595,6.6212500305,-0.01,0.01,0.12,2.70624999983333,4.35124934183333,6.3712501305,6.6970833335,301258.371940743,484410.02581952687,710681.7181763365,747219.3139374711
Lagos_gt100pp.tif,3.3062497595,6.6212500305,-0.01,0.01,0.12,2.70624999983333,4.35124934183333,6.3712501305,6.6970833335,301258.371940743,484410.02581952687,710681.7181763365,747219.3139374711
Lima_0to25pp.tif,-76.9595834385,-12.0495831425,-0.02,0.01,0.02,-77.22125000016649,-76.62041690716649,-12.518749621166698,-11.572083333166699,-8596230.22843861,-8529373.823650373,-1404770.4600026205,-1297046.9007381941
Lima_25to50pp.tif,-76.9595834385,-12.0495831425,-0.01,0,0.02,-77.22125000016649,-76.62041690716649,-12.518749621166698,-11.572083333166699,-8596230.22843861,-8529373.823650373,-1404770.4600026205,-1297046.9007381941
Lima_50to100pp.tif,-76.9595834385,-12.0495831425,0,0,0.02,-77.22125000016649,-76.62041690716649,-12.518749621166698,-11.572083333166699,-8596230.22843861,-8529373.823650373,-1404770.4600026205,-1297046.9007381941
Lima_gt100pp.tif,-76.9595834385,-12.0495831425,0,0,0.02,-77.22125000016649,-76.62041690716649,-12.518749621166698,-11.572083333166699,-8596230.22843861,-8529373.823650373,-1404770.4600026205,-1297046.9007381941
London_0to25pp.tif,-0.0745835075,51.5470833915,-0.03,0.02,0.03,-0.510416666833333,0.333749662166667,51.2870834955,51.6920833335,-56819.323444286594,37146.87691032994,6672188.46348318,6744640.516955258
London_25to50pp.tif,-0.0745835075,51.5470833915,-0.01,0,0.03,-0.510416666833333,0.333749662166667,51.2870834955,51.6920833335,-56819.323444286594,37146.87691032994,6672188.46348318,6744640.516955258
London_50to100pp.tif,-0.0745835075,51.5470833915,0,0,0.03,-0.510416666833333,0.333749662166667,51.2870834955,51.6920833335,-56819.323444286594,37146.87691032994,6672188.46348318,6744640.516955258
London_gt100pp.tif,-0.0745835075,51.5470833915,0,0,0.03,-0.510416666833333,0.333749662166667,51.2870834955,51.6920833335,-56819.323444286594,37146.87691032994,6672188.46348318,6744640.516955258
LosAngeles_0to25pp.tif,-118.2437501695,34.0429167845,-0.03,0.01,0.03,-118.667916666833,-118.155416871833,33.7037502535,34.3370833335,-13210052.056850469,-13153038.22179326,3989104.3929005167,4074154.3890500767
LosAngeles_25to50pp.tif,-118.2437501695,34.0429167845,0,0,0.03,-118.667916666833,-118.155416871833,33.7037502535,34.3370833335,-13210052.056850469,-13153038.22179326,3989104.3929005167,4074154.3890500767
LosAngeles_50to100pp.tif,-118.2437501695,34.0429167845,0,0,0.03,-118.667916666833,-118.155416871833,33.7037502535,34.3370833335,-13210052.056850469,-13153038.22179326,3989104.3929005167,4074154.3890500767
LosAngeles_gt100pp.tif,-118.2437501695,34.0429167845,0,0,0.03,-118.667916666833,-118.155416871833,33.7037502535,34.3370833335,-13210052.056850469,-13153038.22179326,3989104.3929005167,4074154.3890500767
Luanda_0to25pp.tif,13.4045831675,-9.0645832045,-0.03,0.03,0.03,12.9912499998333,13.616249749833301,-9.348749757499998,-8.7429166665,1446179.3347495582,1515712.5194161132,-1045377.6193362242,-977056.1389601051
Luanda_25to50pp.tif,13.4045831675,-9.0645832045,-0.01,0.01,0.03,12.9912499998333,13.616249749833301,-9.348749757499998,-8.7429166665,1446179.3347495582,1515712.5194161132,-1045377.6193362242,-977056.1389601051
Luanda_50to100pp.tif,13.4045831675,-9.0645832045,-0.01,0.01,0.03,12.9912499998333,13.616249749833301,-9.348749757499998,-8.7429166665,1446179.3347495582,1515712.5194161132,-1045377.6193362242,-977056.1389601051
Luanda_gt100pp.tif,13.4045831675,-9.0645832045,0,0,0.03,12.9912499998333,13.616249749833301,-9.348749757499998,-8.7429166665,1446179.3347495582,1515712.5194161132,-1045377.6193362242,-977056.1389601051
Manila_0to25pp.tif,120.9929166315,14.7020833665,-0.05,0.02,0.05,120.9054166665,121.1345832415,14.347916841833301,14.785416666833301,13459129.417463351,13484677.990279242,1614145.1849509508,1664482.5217257561
Manila_25to50pp.tif,120.9929166315,14.7020833665,-0.01,0.01,0.05,120.9054166665,121.1345832415,14.347916841833301,14.785416666833301,13459129.417463351,13484677.990279242,1614145.1849509508,1664482.5217257561
Manila_50to100pp.tif,120.9929166315,14.7020833665,0,0,0.05,120.9054166665,121.1345832415,14.347916841833301,14.785416666833301,13459129.417463351,13484677.990279242,1614145.1849509508,1664482.5217257561
Manila_gt100pp.tif,120.9929166315,14.7020833665,0,0,0.05,120.9054166665,121.1345832415,14.347916841833301,14.785416666833301,13459129.417463351,13484677.990279242,1614145.1849509508,1664482.5217257561
Miami_0to25pp.tif,-80.2962500095,25.7654167025,-0.02,0.03,0.03,-80.31958333349999,-80.14208340449999,25.7087500588333,25.8554166668333,-8941135.117413122,-8921339.116871538,2963030.289509025,2981184.6704935026
Miami_25to50pp.tif,-80.2962500095,25.7654167025,-0.005,0.006,0.03,-80.31958333349999,-80.14208340449999,25.7087500588333,25.8554166668333,-8941135.117413122,-8921339.116871538,2963030.289509025,2981184.6704935026
Miami_50to100pp.tif,-80.2962500095,25.7654167025,0,0,0.03,-80.31958333349999,-80.14208340449999,25.7087500588333,25.8554166668333,-8941135.117413122,-8921339.116871538,2963030.289509025,2981184.6704935026
Miami_gt100pp.tif,-80.2962500095,25.7654167025,-0.002,0.002,0.03,-80.31958333349999,-80.14208340449999,25.7087500588333,25.8554166668333,-8941135.117413122,-8921339.116871538,2963030.289509025,2981184.6704935026
Mumbai_0to25pp.tif,72.8454166345,19.1829167015,-0.06,0.03,0.06,72.7662499998334,72.98124991383341,18.890416818833298,19.2704166668333,8100301.896917499,8124265.558734316,2142060.501072805,2186799.111642105
Mumbai_25to50pp.tif,72.8454166345,19.1829167015,-0.01,0.01,0.06,72.7662499998334,72.98124991383341,18.890416818833298,19.2704166668333,8100301.896917499,8124265.558734316,2142060.501072805,2186799.111642105
Mumbai_50to100pp.tif,72.8454166345,19.1829167015,-0.01,0,0.06,72.7662499998334,72.98124991383341,18.890416818833298,19.2704166668333,8100301.896917499,8124265.558734316,2142060.501072805,2186799.111642105
Mumbai_gt100pp.tif,72.8454166345,19.1829167015,0,0,0.06,72.7662499998334,72.98124991383341,18.890416818833298,19.2704166668333,8100301.896917499,8124265.558734316,2142060.501072805,2186799.111642105
Nagoya_0to25pp.tif,137.0104165795,35.1745833675,-0.02,0.01,0.02,136.792083333166,137.06124989216602,35.0354167568334,35.2604166668334,15227625.061199084,15257551.589516241,4168690.6359129115,4199327.2852409845
Nagoya_25to50pp.tif,137.0104165795,35.1745833675,0,0,0.02,136.792083333166,137.06124989216602,35.0354167568334,35.2604166668334,15227625.061199084,15257551.589516241,4168690.6359129115,4199327.2852409845
Nagoya_50to100pp.tif,137.0104165795,35.1745833675,0,0,0.02,136.792083333166,137.06124989216602,35.0354167568334,35.2604166668334,15227625.061199084,15257551.589516241,4168690.6359129115,4199327.2852409845
Nagoya_gt100pp.tif,137.0104165795,35.1745833675,0,0,0.02,136.792083333166,137.06124989216602,35.0354167568334,35.2604166668334,15227625.061199084,15257551.589516241,4168690.6359129115,4199327.2852409845
Nanjing_0to25pp.tif,119.0237497245,31.6429170555,-0.02,0.02,0.02,118.334583333167,119.441249557167,31.177083908833296,32.6154166668333,13172945.559882347,13296167.471244134,3655813.177082754,3844367.5112471012
Nanjing_25to50pp.tif,119.0237497245,31.6429170555,-0.01,0.01,0.02,118.334583333167,119.441249557167,31.177083908833296,32.6154166668333,13172945.559882347,13296167.471244134,3655813.177082754,3844367.5112471012
Nanjing_50to100pp.tif,119.0237497245,31.6429170555,-0.01,0.01,0.02,118.334583333167,119.441249557167,31.177083908833296,32.6154166668333,13172945.559882347,13296167.471244134,3655813.177082754,3844367.5112471012
